year_month,time_x,MSL_filtered_GIA_TPA_corrected_adjusted,chlor_a,sst_anomaly,sst_anomaly_filtered,trend_MSL_filtered_GIA_TPA_corrected_adjusted,value,time_y,greenland_mass_antarctica,uncertainty_antarctica,greenland_mass_greenland,uncertainty_greenland
2021-04,2021-04-01 00:00:00,7.62707033,0.07353378,0.08462089,0.38969123,9.0839971,421.085,2021.29,-4866.76,22.99,-4866.76,22.99
2021-05,2021-05-01 00:00:00,7.931370432258064,0.052640982,0.38720575,0.37853345,9.106564548387096,420.3,2021.37,-4920.71,22.82,-4920.71,22.82
2021-06,2021-06-01 00:00:00,8.9864825,0.046336666,0.5856407,0.41656467,9.129141533333332,416.195,2021.46,-4901.03,23.12,-4901.03,23.12
2021-07,2021-07-01 00:00:00,9.734130822580646,0.043827254,0.80857533,0.47652778,9.151728516129031,413.36800000000005,2021.54,-4934.27,22.99,-4934.27,22.99
2021-08,2021-08-01 00:00:00,9.601107,0.0420192,0.6457849,0.5111199,9.174695548387096,410.7525,2021.62,-5090.21,22.82,-5090.21,22.82
2021-09,2021-09-01 00:00:00,8.997191766666667,0.044983838,0.516964,0.530825,9.197302166666669,412.245,2021.71,-5141.45,23.1,-5141.45,23.1
2021-10,2021-10-01 00:00:00,8.577796806451612,0.05112479,0.13186911,0.54213667,9.219918306451614,415.768,2021.79,-5175.58,23.02,-5175.58,23.02
2021-11,2021-11-01 00:00:00,8.502224199999999,0.072153226,0.17735085,0.5521939,9.24254445,420.5,2021.87,-5172.7,22.99,-5172.7,22.99
2021-12,2021-12-01 00:00:00,8.149013861290323,0.10435579,-0.22660743,0.5628705,9.265180016129031,421.7425,2021.96,-5131.45,23.09,-5131.45,23.09
2022-01,2022-01-01 00:00:00,6.92414230967742,0.11026483,0.046565752,0.57956356,9.288196838709675,423.1875,2022.04,-5098.21,23.15,-5098.21,23.15
2022-02,2022-02-01 00:00:00,5.411518375,0.10836458,0.16946049,0.59072286,9.310109142857144,422.245,2022.12,-5086.89,23.22,-5086.89,23.22
2022-03,2022-03-01 00:00:00,4.716518480645162,0.10248019,-0.04815301,0.5986328,9.332030870967742,423.81,2022.2,-5057.07,23.25,-5057.07,23.25
2022-04,2022-04-01 00:00:00,5.456315133333334,0.08680612,-0.05982546,0.6224155,9.35470505,423.9925,2022.29,-5078.5,23.36,-5078.5,23.36
2022-05,2022-05-01 00:00:00,7.084191893548387,0.060230672,0.7752438,0.6373649,9.377389145161292,421.175,2022.37,-5076.2,23.06,-5076.2,23.06
2022-06,2022-06-01 00:00:00,8.43185925,0.046779994,1.6604502,0.6414454,9.4000828,416.94,2022.45,-5053.78,23.17,-5053.78,23.17
2022-07,2022-07-01 00:00:00,8.925815387096774,0.0428691,1.4542083,0.6657115,9.42278635483871,416.4025,2022.54,-5157.92,23.37,-5157.92,23.37
2022-08,2022-08-01 00:00:00,8.939323693548387,0.040203933,1.1934645,0.6897976,9.44587193548387,415.6166666666666,2022.62,-5276.15,23.41,-5276.15,23.41
2022-09,2022-09-01 00:00:00,9.370106766666668,0.04201919,1.0844667,0.6980536,9.468595033333331,415.116,2022.71,-5320.74,23.49,-5320.74,23.49
2022-10,2022-10-01 00:00:00,10.55002785483871,0.049936682,0.5757161,0.7286344,9.491327983870969,417.6775,2022.79,-5307.48,23.58,-5307.48,23.58
2022-11,2022-11-01 00:00:00,11.67619175,0.062543444,0.93613595,0.7796553,9.51407075,421.885,2022.87,-5227.53,23.45,-5227.53,23.45
2022-12,2022-12-01 00:00:00,11.781490516129033,0.08678925,0.9098711,0.828921,9.53682301612903,421.86800000000005,2022.96,-5177.15,23.58,-5177.15,23.58
2023-01,2023-01-01 00:00:00,10.828521951612904,0.09523276,1.2279127,,9.559958370967742,425.39333333333326,2023.04,-5265.79,23.62,-5265.79,23.62
2023-02,2023-02-01 00:00:00,9.87382655357143,0.10507841,0.6464795,,9.581983375000002,424.8733333333333,2023.12,-5281.46,23.56,-5281.46,23.56
2023-03,2023-03-01 00:00:00,9.701426129032258,0.0992618,0.88648695,,9.604017983870968,425.904,2023.2,-5220.31,23.26,-5220.31,23.26
2023-04,2023-04-01 00:00:00,10.21160285,0.06429441,0.8207897,,9.626808733333332,425.77,2023.29,-5244.28,23.27,-5244.28,23.27
2023-05,2023-05-01 00:00:00,10.861869177419354,0.056196913,0.36860874,,9.649609306451612,423.6275,2023.37,-5229.09,23.17,-5229.09,23.17
2023-06,2023-06-01 00:00:00,11.163400642857145,0.051801626,0.80010134,,9.663817428571427,420.8066666666667,2023.45,-5193.9,23.3,-5193.9,23.3
2023-07,2023-07-01 00:00:00,,0.045011465,1.7588874,,,419.7733333333333,2023.54,-5266.71,23.42,-5266.71,23.42
2023-08,2023-08-01 00:00:00,,0.039442353,0.8516034,,,414.40333333333336,2023.62,-5474.98,23.24,-5474.98,23.24
2023-09,2023-09-01 00:00:00,,0.04173122,0.7074357,,,416.6933333333333,2023.71,-5533.41,23.26,-5533.41,23.26
2023-10,2023-10-01 00:00:00,,0.04329039,1.4092753,,,420.6666666666667,2023.79,-5511.13,23.38,-5511.13,23.38
2023-11,2023-11-01 00:00:00,,0.07077415,1.348947,,,423.47333333333336,2023.87,-5491.88,23.41,-5491.88,23.41
2023-12,2023-12-01 00:00:00,,0.09259859,0.96655256,,,426.7425,2023.96,-5495.03,23.28,-5495.03,23.28
2024-01,,,,,,,426.63,2024.04,-5483.26,23.5,-5483.26,23.5
2024-02,,,,,,,426.6025,2024.12,-5433.24,24.94,-5433.24,24.94
2024-03,,,,,,,427.5225,2024.21,-5411.08,26.35,-5411.08,26.35
2024-04,,,,,,,428.54333333333335,2024.29,-5440.79,28.19,-5440.79,28.19
2024-05,,,,,,,426.7125,2024.37,-5450.36,29.86,-5450.36,29.86
2024-06,,,,,,,423.6225,2024.46,-5408.95,31.32,-5408.95,31.32
2024-07,,,,,,,420.61,2024.54,-5501.5,33.17,-5501.5,33.17
2024-08,,,,,,,422.105,2024.62,-5599.93,34.95,-5599.93,34.95
2024-09,,,,,,,419.7633333333333,2024.71,-5595.38,36.43,-5595.38,36.43
2024-10,,,,,,,423.8766666666667,2024.79,-5614.0,47.66,-5614.0,47.66
2024-11,,,,,,,425.07,2024.87,-5607.44,59.05,-5607.44,59.05
2024-12,,,,,,,,2024.96,-5610.46,70.87,-5610.46,70.87
2025-01,,,,,,,,2025.04,-5608.47,84.32,-5608.47,84.32
