year_month,MSL_filtered_GIA_TPA_corrected_adjusted,chlor_a,sst_anomaly_filtered,value,greenland_mass_antarctica
1989-09,,,-0.6244879,,
1989-10,,,-0.60746783,,
1989-11,,,-0.5688312,,
1989-12,,,-0.5258565,,
1990-01,,,-0.48622862,,
1990-02,,,-0.4584608,,
1990-03,,,-0.44474444,,
1990-04,,,-0.4479466,,
1990-05,,,-0.47966042,,
1990-06,,,-0.5141234,,
1990-07,,,-0.53140044,,
1990-08,,,-0.54050237,,
1990-09,,,-0.5324167,,
